run_datetime[iso8601],desired_image_path[path],"desired_pose[x,y,z(m),rx,ry,rz(rad)]","initial_pose[x,y,z(m),rx,ry,rz(rad)]",convergence_status[Success|Failed],iterations_before_converging[count],"final_pose[x,y,z(m),rx,ry,rz(rad)]",final_cost[photometric],interaction_matrix_type[current|desired|mean],"pose_diff_position[dx,dy,dz(m)]","pose_diff_rotation[drx,dry,drz(rad)]",position_euclidean_distance[m],geodesic_rotation_distance[rad]
2026-03-11T14:51:08,data/playroom/images/DSC05595.jpg,"[-3.136659622192383, 0.8497186303138733, -0.5894355773925781, 0.8737390041351318, 1.1482502222061157, 1.6256171464920044]","[-3.155958414077759, 0.9124417304992676, -0.6252740621566772, 0.8697720766067505, 1.0818095207214355, 1.5079116821289062]",Success,146,"[-3.0478453636169434, 0.9948248267173767, -0.6454363465309143, 0.8225739598274231, 1.1487444639205933, 1.5581567287445068]",189359804.28822744,current,"[-0.08881425857543945, -0.14510619640350342, 0.05600076913833618]","[0.05116504430770874, -0.0004942417144775391, 0.06746041774749756]",0.1791085338700598,0.029530857755517396
2026-03-11T14:51:44,data/playroom/images/DSC05608.jpg,"[-0.7886683344841003, -1.5553858280181885, 1.7462306022644043, 2.688204288482666, -0.0986480787396431, 3.135786771774292]","[-0.8191827535629272, -1.6567779779434204, 1.5799239873886108, 2.4981486797332764, -0.10677459836006165, 3.0750534534454346]",Failed,200,"[-2.8745572566986084, -1.1489018201828003, 1.2849527597427368, 2.609018325805664, 0.09926687180995941, 3.0257620811462402]",216433275.3014027,current,"[2.085888922214508, -0.4064840078353882, 0.4612778425216675]","[0.07918596267700195, -0.1979149505496025, 0.11002469062805176]",2.174612400508322,0.23973825365641488
2026-03-11T14:51:52,data/playroom/images/DSC05760.jpg,"[-3.1967101097106934, -0.7048484086990356, -4.381579875946045, 0.1333434134721756, 0.12412991374731064, 0.04576598107814789]","[-3.4486632347106934, -0.7034861445426941, -4.615757465362549, 0.14326918125152588, 0.1179843470454216, 0.04433922469615936]",Success,38,"[-3.0876243114471436, -0.5223788022994995, -4.721447944641113, 0.1487993746995926, 0.10036182403564453, 0.04274547100067139]",567724427.9008265,current,"[-0.1090857982635498, -0.18246960639953613, 0.33986806869506836]","[-0.015455961227416992, 0.023768089711666107, 0.0030205100774765015]",0.4008804968577459,0.028694582697716634
2026-03-11T14:52:14,data/playroom/images/DSC05779.jpg,"[2.410350799560547, 0.17248861491680145, -2.5045223236083984, 0.44590920209884644, 0.22615255415439606, -1.681137204170227]","[2.6192965507507324, 0.1675502061843872, -2.7177274227142334, 0.4573364853858948, 0.21600233018398285, -1.5639327764511108]",Success,112,"[2.5210893154144287, 0.5101982355117798, -2.630186080932617, 0.4492161273956299, 0.2648920714855194, -1.6560132503509521]",608523315.9718529,current,"[-0.11073851585388184, -0.33770962059497833, 0.12566375732421875]","[-0.0033069252967834473, -0.03873951733112335, -0.025123953819274902]",0.37696443683823116,0.045852227959401914
2026-03-11T14:52:17,data/playroom/images/DSC05757.jpg,"[3.1148624420166016, -0.7350034117698669, -4.3299641609191895, -0.3571987450122833, -0.05338659882545471, -0.043030112981796265]","[2.9920177459716797, -0.7900881171226501, -4.251919746398926, -0.346027135848999, -0.05682322382926941, -0.041720904409885406]",Success,11,"[3.0006258487701416, -0.815066933631897, -4.37086296081543, -0.3527108430862427, -0.04914586618542671, -0.0640135332942009]",456990728.7581135,current,"[0.11423659324645996, 0.08006352186203003, 0.040898799896240234]","[-0.004487901926040649, -0.004240732640028, 0.020983420312404633]",0.14537151922732872,0.021651239232045944
2026-03-11T14:52:26,data/playroom/images/DSC05576.jpg,"[1.2269163131713867, 1.0385469198226929, -2.2262117862701416, 0.3461897671222687, 0.014893429353833199, 0.03585026413202286]","[1.2794681787490845, 0.9789641499519348, -2.3225252628326416, 0.3643821179866791, 0.015058777295053005, 0.03647260367870331]",Success,43,"[1.2710506916046143, 0.585310161113739, -2.3449032306671143, 0.2922554910182953, 0.018309468403458595, 0.006412857677787542]",589205689.6508608,current,"[-0.04413437843322754, 0.45323675870895386, 0.11869144439697266]","[0.05393427610397339, -0.0034160390496253967, 0.029437406454235315]",0.4705943707458956,0.06110817717925242
2026-03-11T14:52:51,data/playroom/images/DSC05728.jpg,"[2.812387228012085, 0.5193706750869751, 4.078197479248047, 1.0739619731903076, 0.2389497607946396, -1.81003999710083]","[2.545869827270508, 0.5265403389930725, 4.446824550628662, 0.9785752296447754, 0.24522460997104645, -1.7247987985610962]",Success,134,"[2.9126696586608887, 0.4504880905151367, 4.376134872436523, 1.175978660583496, 0.2241736799478531, -1.7960340976715088]",302907000.7566757,current,"[-0.10028243064880371, 0.06888258457183838, -0.29793739318847656]","[-0.10201668739318848, 0.014776080846786499, -0.014005899429321289]",0.3218199288640675,0.10082515991849657
2026-03-11T14:52:52,data/playroom/images/DSC05719.jpg,"[-0.059192851185798645, 0.19004568457603455, 2.8335678577423096, -2.8994405269622803, 0.07962512224912643, 3.12522029876709]","[-0.0562029592692852, 0.17398011684417725, 2.7778022289276123, -2.954237699508667, 0.0751693919301033, 3.102736473083496]",Success,1,"[-0.02400857023894787, 0.164580300450325, 2.790318250656128, -2.953331232070923, 0.07121255248785019, 3.1024675369262695]",604680963.5095594,current,"[-0.03518428094685078, 0.025465384125709534, 0.04324960708618164]","[0.05389070510864258, 0.008412569761276245, 0.022752761840820312]",0.06129394690771642,0.05751300800558766
2026-03-11T14:53:02,data/playroom/images/DSC05607.jpg,"[-0.912917971611023, -2.436012029647827, 1.4616739749908447, 2.87874436378479, -0.03970516845583916, 3.139934778213501]","[-0.931980311870575, -2.217991590499878, 1.409989595413208, 2.627868175506592, -0.04281299561262131, 3.3311080932617188]",Success,53,"[-3.5684151649475098, -3.9893620014190674, 0.22396907210350037, 2.419905185699463, 0.1758086383342743, 3.073026418685913]",465949828.61490655,current,"[2.655497193336487, 1.5533499717712402, 1.2377049028873444]","[0.45883917808532715, -0.21551380679011345, 0.06690835952758789]",3.316093319744039,0.5063192617070345
2026-03-11T14:53:04,data/playroom/images/DSC05572.jpg,"[3.1404340267181396, 0.18188197910785675, -3.5634825229644775, 0.5122889876365662, -0.049177385866642, -0.040783874690532684]","[3.3532867431640625, 0.19345037639141083, -3.737947940826416, 0.4987269937992096, -0.05215094983577728, -0.03955773636698723]",Success,8,"[3.1501944065093994, 0.2671479284763336, -3.7712275981903076, 0.5086507797241211, -0.039367932826280594, -0.030021028593182564]",305357257.1679709,current,"[-0.009760379791259766, -0.08526594936847687, 0.20774507522583008]","[0.0036382079124450684, -0.009809453040361404, -0.01076284609735012]",0.22477447234052866,0.014894076915185394
2026-03-11T14:53:09,data/playroom/images/DSC05634.jpg,"[3.1866612434387207, 0.5935469269752502, -3.6239638328552246, 0.46880120038986206, -0.7339097261428833, -0.3827268183231354]","[2.891531467437744, 0.6503524780273438, -3.6257834434509277, 0.4695703089237213, -0.6649965643882751, -0.3829883933067322]",Success,22,"[2.5980701446533203, 1.0812492370605469, -3.8192408084869385, 0.48766958713531494, -0.6426974534988403, -0.3637349307537079]",540201934.6966522,current,"[0.5885910987854004, -0.48770231008529663, 0.19527697563171387]","[-0.01886838674545288, -0.09121227264404297, -0.01899188756942749]",0.788939872261384,0.0974233243046547
2026-03-11T14:53:45,data/playroom/images/DSC05741.jpg,"[0.15142948925495148, 1.8010631799697876, 0.8989228010177612, -0.3648790419101715, 0.3022648096084595, -1.4580336809158325]","[0.14421628415584564, 1.8514719009399414, 0.9182241559028625, -0.3471073806285858, 0.3299814462661743, -1.5327582359313965]",Success,189,"[0.1083243191242218, 1.8554956912994385, 0.9289738535881042, -0.3802211880683899, 0.3140629827976227, -1.480204463005066]",433781067.4551889,current,"[0.043105170130729675, -0.05443251132965088, -0.030051052570343018]","[0.015342146158218384, -0.011798173189163208, 0.0221707820892334]",0.0756572517491697,0.025685864673248345
2026-03-11T14:53:50,data/playroom/images/DSC05579.jpg,"[-1.336719036102295, 1.0775489807128906, -1.8527493476867676, 0.32395341992378235, 0.013091464526951313, 0.017272407189011574]","[-1.2445721626281738, 1.1668957471847534, -1.9194035530090332, 0.29857298731803894, 0.013449884951114655, 0.01696653850376606]",Success,23,"[-1.4599618911743164, 1.641461730003357, -1.6449075937271118, 0.40219220519065857, 0.023529639467597008, 0.03713412582874298]",657786259.4731007,current,"[0.12324285507202148, -0.5639127492904663, -0.20784175395965576]","[-0.07823878526687622, -0.010438174940645695, -0.019861718639731407]",0.6135019028720788,0.0810406431507483
2026-03-11T14:53:54,data/playroom/images/DSC05607.jpg,"[-0.912917971611023, -2.436012029647827, 1.4616739749908447, 2.87874436378479, -0.03970516845583916, 3.139934778213501]","[-0.9097318649291992, -2.3122940063476562, 1.3296546936035156, 2.9125630855560303, -0.03771233931183815, 2.896137237548828]",Success,18,"[0.15296857059001923, -1.883180856704712, 1.1243772506713867, 2.9926788806915283, -0.12214084714651108, 3.0484957695007324]",500635965.4305349,current,"[-1.0658865422010422, -0.5528311729431152, 0.337296724319458]","[-0.11393451690673828, 0.08243567869067192, 0.09143900871276855]",1.2471990646482987,0.16257913347305622
