run_datetime[iso8601],desired_image_path[path],"desired_pose[x,y,z(m),rx,ry,rz(rad)]","initial_pose[x,y,z(m),rx,ry,rz(rad)]",convergence_status[Success|Failed],iterations_before_converging[count],"final_pose[x,y,z(m),rx,ry,rz(rad)]",final_error[l2_norm],"pose_diff_position[dx,dy,dz(m)]","pose_diff_rotation[drx,dry,drz(rad)]",position_euclidean_distance[m],geodesic_rotation_distance[rad]
2026-03-05T10:42:51,data/playroom/images/DSC05759.jpg,"[0.310179203748703, -0.8616442680358887, -3.7049484252929688, -0.3203745484352112, -0.017888883128762245, -0.012233045883476734]","[0.22993898391723633, -0.9052627086639404, -4.312482833862305, -0.3563476502895355, -0.015281585976481438, -0.01117574144154787]",Success,4,"[0.3175501227378845, -0.8498426079750061, -3.727065324783325, -0.3189844489097595, -0.01912912353873253, -0.011778383515775204]",0.030353015288710594,"[-0.0073709189891815186, -0.011801660060882568, 0.022116899490356445]","[-0.0013900995254516602, 0.0012402404099702835, -0.00045466236770153046]",0.026129808074385787,0.0019237165935199927
2026-03-05T10:42:52,data/playroom/images/DSC05622.jpg,"[3.449638605117798, -1.902445912361145, 3.1916186809539795, 1.3656941652297974, -1.207519292831421, -1.5038245916366577]","[4.412779331207275, -2.3294270038604736, 3.6062376499176025, 1.4865260124206543, -0.9236521124839783, -1.8220884799957275]",Success,4,"[3.4411988258361816, -1.9426569938659668, 3.2711706161499023, 1.3886632919311523, -1.2094995975494385, -1.5308672189712524]",0.032141901552677155,"[0.008439779281616211, 0.04021108150482178, -0.07955193519592285]","[-0.02296912670135498, 0.001980304718017578, 0.027042627334594727]",0.08953586624099935,0.010057286843119718
2026-03-05T10:42:53,data/playroom/images/DSC05624.jpg,"[3.4059698581695557, -1.2359944581985474, 3.7597463130950928, 0.26781025528907776, -1.3506929874420166, -1.4591856002807617]","[2.7753114700317383, -1.3022913932800293, 3.7219276428222656, 0.2925005555152893, -1.5114927291870117, -1.0993648767471313]",Success,5,"[3.0854504108428955, -1.4586669206619263, 3.651341199874878, 0.1001340001821518, -1.3455251455307007, -1.3790422677993774]",0.02816532365977764,"[0.32051944732666016, 0.2226724624633789, 0.10840511322021484]","[0.16767625510692596, -0.005167841911315918, -0.08014333248138428]",0.40505235492017594,0.09138666211128649
2026-03-05T10:42:54,data/playroom/images/DSC05691.jpg,"[-2.349872589111328, 2.344310998916626, -1.3249989748001099, 0.11626428365707397, 0.8729490637779236, -1.4688800573349]","[-2.4325265884399414, 2.874680519104004, -1.228648066520691, 0.14128686487674713, 0.6892194151878357, -1.031566858291626]",Failed,20,"[-2.330120325088501, 2.394775152206421, -1.2114133834838867, 0.12128569930791855, 0.8897197246551514, -1.466410517692566]",0.035602591931819916,"[-0.01975226402282715, -0.05046415328979492, -0.11358559131622314]","[-0.005021415650844574, -0.016770660877227783, -0.0024695396423339844]",0.12585098035350958,0.017129829214044448
2026-03-05T10:42:54,data/playroom/images/DSC05620.jpg,"[3.4769294261932373, -1.6740226745605469, 2.863609790802002, -3.0253379344940186, 1.0204112529754639, -1.653401255607605]","[3.355128765106201, -1.7363252639770508, 3.089185953140259, -2.8859307765960693, 1.2214728593826294, -1.6780047416687012]",Success,5,"[3.4381625652313232, -1.6591942310333252, 2.9075422286987305, -3.02091646194458, 1.0118765830993652, -1.6578413248062134]",0.031219372525811195,"[0.03876686096191406, -0.01482844352722168, -0.043932437896728516]","[-0.0044214725494384766, 0.008534669876098633, 0.0044400691986083984]",0.06043849225311868,0.012061556836588098
2026-03-05T10:42:55,data/playroom/images/DSC05650.jpg,"[-0.7143675684928894, -1.3391860723495483, -0.5098913311958313, 0.7835561633110046, -0.685314416885376, -0.33191877603530884]","[-0.758967399597168, -1.1287529468536377, -0.42106813192367554, 0.9497947096824646, -0.6994267106056213, -0.3195304572582245]",Success,6,"[-0.7215858101844788, -1.2928671836853027, -0.46406814455986023, 0.8000075221061707, -0.6819766163825989, -0.3400261104106903]",0.03486000373959541,"[0.0072182416915893555, -0.046318888664245605, -0.04582318663597107]","[-0.016451358795166016, -0.0033378005027770996, 0.00810733437538147]",0.06555384728361881,0.013380135842144838
2026-03-05T10:42:56,data/playroom/images/DSC05620.jpg,"[3.4769294261932373, -1.6740226745605469, 2.863609790802002, -3.0253379344940186, 1.0204112529754639, -1.653401255607605]","[3.170757532119751, -1.7187873125076294, 3.6955087184906006, -3.0113062858581543, 1.0554465055465698, -1.3296102285385132]",Success,4,"[3.5060508251190186, -1.6279654502868652, 2.880739688873291, -3.0205793380737305, 1.0186737775802612, -1.6408158540725708]",0.026959195733070374,"[-0.02912139892578125, -0.04605722427368164, -0.017129898071289062]","[-0.004758596420288086, 0.0017374753952026367, -0.01258540153503418]",0.05712054963954265,0.009056511909595163
2026-03-05T10:42:56,data/playroom/images/DSC05624.jpg,"[3.4059698581695557, -1.2359944581985474, 3.7597463130950928, 0.26781025528907776, -1.3506929874420166, -1.4591856002807617]","[3.6449830532073975, -1.5605411529541016, 4.8811540603637695, 0.31915247440338135, -1.2381010055541992, -1.0260462760925293]",Failed,3,"[3.2747952938079834, -1.7009315490722656, 5.095472812652588, 2.7917065620422363, 1.2701185941696167, -2.7265703678131104]",0.8172725439071655,"[0.13117456436157227, 0.46493709087371826, -1.3357264995574951]","[-2.5238963067531586, -2.6208115816116333, 1.2673847675323486]",1.4204008400538501,2.969814429941709
2026-03-05T10:42:57,data/playroom/images/DSC05776.jpg,"[-0.6651319861412048, -0.13029862940311432, -1.3191683292388916, -0.998853862285614, 0.24809758365154266, -1.338343620300293]","[-0.8221078515052795, -0.15951988101005554, -1.5531755685806274, -0.9115999937057495, 0.22498951852321625, -1.016705870628357]",Success,5,"[-0.6601187586784363, -0.11268898099660873, -1.3247841596603394, -0.997382402420044, 0.24884292483329773, -1.3395965099334717]",0.034982770681381226,"[-0.005013227462768555, -0.017609648406505585, 0.005615830421447754]","[-0.0014714598655700684, -0.0007453411817550659, 0.001252889633178711]",0.019151232804095395,0.002279738999495583
2026-03-05T10:42:58,data/playroom/images/DSC05782.jpg,"[-2.6103906631469727, 0.6221981644630432, -4.809909820556641, -0.17451781034469604, 0.2842457592487335, -0.791438102722168]","[-3.009971857070923, 0.5045832991600037, -4.5225725173950195, -0.15596187114715576, 0.23409251868724823, -0.9797194600105286]",Success,4,"[-2.6397342681884766, 0.6067392230033875, -4.7998199462890625, -0.17699125409126282, 0.2843658924102783, -0.7929283380508423]",0.03188394382596016,"[0.029343605041503906, 0.015458941459655762, -0.010089874267578125]","[0.0024734437465667725, -0.0001201331615447998, 0.0014902353286743164]",0.03466744280474654,0.0025070635372600723
